country_txt,gname
India,Sikh Extremists
Lebanon,Arab Commando Cells
Costa Rica,Unknown
Uruguay,Unknown
Lebanon,Hezbollah
Italy,German Speaking Separatists
Italy,German Speaking Separatists
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Sri Lanka,Unknown
South Africa,Unknown
Venezuela,Terrorists
Sri Lanka,Tamil Eelam Liberation Organization (TELO)
Spain,Basque Fatherland and Freedom (ETA)
Pakistan,Unknown
Philippines,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
South Africa,African National Congress (South Africa)
Thailand,Unknown
Mozambique,Mozambique National Resistance Movement (MNR)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Shining Path (SL)
Sri Lanka,Unknown
Sri Lanka,Unknown
Philippines,Unknown
South Africa,African National Congress (South Africa)
South Africa,African National Congress (South Africa)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
India,Unknown
Bolivia,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
France,Corsican National Liberation Front (FLNC)
Colombia,Popular Liberation Army (EPL)
United Kingdom,Irish Republican Army (IRA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Sri Lanka,Tamils
South Africa,African National Congress (South Africa)
Spain,Basque Fatherland and Freedom (ETA)
Sri Lanka,Tamils
West Germany (FRG),Unknown
Philippines,New People's Army (NPA)
United Kingdom,Scottish National Liberation Army
South Africa,African National Congress (South Africa)
Spain,Basque Fatherland and Freedom (ETA)
Austria,Unknown
Austria,Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
France,Unknown
Mexico,Commando Internacionalista Simon Bolivar
France,Arab Revolutionary Front
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Lebanon,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Sri Lanka,Tamils
Colombia,Unknown
South Africa,Unknown
France,Unknown
India,Sikh Extremists
Chile,Unknown
Chile,Unknown
United States,Jewish Defense League (JDL)
United States,Organization of Volunteers for the Puerto Rican Revolution
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Bolivia,Unknown
Greece,Unknown
West Bank and Gaza Strip,Unknown
Colombia,Popular Liberation Army (EPL)
Lebanon,Amal
South Africa,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Venezuela,Unknown
East Germany (GDR),Unknown
Spain,Basque Fatherland and Freedom (ETA)
United Kingdom,Irish Republican Extremists
West Germany (FRG),Unknown
Israel,Force 17
Israel,Unknown
Peru,Shining Path (SL)
Colombia,M-19 (Movement of April 19)
Colombia,Unknown
Guatemala,Rebel Armed Forces of Guatemala (FAR)
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,M-19 (Movement of April 19)
Peru,Shining Path (SL)
Pakistan,Unknown
Pakistan,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
India,Sikh Extremists
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
South Africa,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Nicaragua,Nicaraguan Democratic Force (FDN)
Philippines,New People's Army (NPA)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Lebanon,Unknown
United Kingdom,Ulster Volunteer Force (UVF)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Venezuela,Left-Wing Terrorists
Spain,Basque Fatherland and Freedom (ETA)
Lebanon,Unknown
Argentina,Unknown
Argentina,Unknown
Peru,Unknown
Peru,Unknown
Peru,Unknown
Peru,Shining Path (SL)
Spain,Basque Fatherland and Freedom (ETA)
Colombia,Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Argentina,Unknown
Colombia,M-19 (Movement of April 19)
Colombia,M-19 (Movement of April 19)
Colombia,M-19 (Movement of April 19)
Chile,Unknown
Chile,Unknown
Colombia,M-19 (Movement of April 19)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Peru,Shining Path (SL)
Colombia,America Battalion
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Philippines,New People's Army (NPA)
Peru,Shining Path (SL)
United States,Anti-Abortion Activists
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Indonesia,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Indonesia,Anti-Imperialist International Brigades
Indonesia,Anti-Imperialist International Brigades
Peru,Shining Path (SL)
United States,Unknown
Chile,Manuel Rodriguez Patriotic Front (FPMR)
West Germany (FRG),Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Bangladesh,Bangladesh Sarbahara Party
France,Corsican National Liberation Front (FLNC)
United Kingdom,Irish Republican Army (IRA)
South Africa,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
France,Action Directe
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Argentina,Unknown
Argentina,Unknown
Argentina,Unknown
Argentina,Unknown
Argentina,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Portugal,Popular Forces of April 25
Spain,Basque Fatherland and Freedom (ETA)
United Kingdom,Irish Republican Army (IRA)
Nicaragua,Misurasata Indian Organization
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Spain,Basque Fatherland and Freedom (ETA)
Chile,United Popular Action Movement
Colombia,M-19 (Movement of April 19)
Colombia,M-19 (Movement of April 19)
Colombia,M-19 (Movement of April 19)
Zambia,National Union for the Total Independence of Angola (UNITA)
Argentina,Unknown
Peru,Shining Path (SL)
Spain,A Resistance Group
Sri Lanka,Unknown
Argentina,Unknown
Argentina,Unknown
Argentina,Unknown
Argentina,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Mexico,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Peru,Shining Path (SL)
Ecuador,Montoneros Patria Libre
United Kingdom,Irish Republican Army (IRA)
United States,Anti-Abortion Activists
Israel,Unknown
West Bank and Gaza Strip,Unknown
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Argentina,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Argentina,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Argentina,Unknown
Lebanon,Unknown
United Kingdom,Irish Republican Army (IRA)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Shining Path (SL)
Sri Lanka,Tamils
Sri Lanka,Tamils
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Sri Lanka,Unknown
Colombia,Unknown
Colombia,Popular Liberation Army (EPL)
Lebanon,Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
Israel,Unknown
Israel,Unknown
Israel,Unknown
Israel,Unknown
Israel,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Canada,Unknown
Peru,Shining Path (SL)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Lebanon,Unknown
Lebanon,Unknown
United Kingdom,Irish Republican Army (IRA)
Mozambique,Mozambique National Resistance Movement (MNR)
Pakistan,Unknown
Pakistan,Unknown
Pakistan,Unknown
Pakistan,Unknown
Peru,Shining Path (SL)
Spain,Basque Fatherland and Freedom (ETA)
Spain,Basque Fatherland and Freedom (ETA)
Angola,National Union for the Total Independence of Angola (UNITA)
Peru,Shining Path (SL)
United Kingdom,Irish Republican Army (IRA)
Peru,Shining Path (SL)
Colombia,M-19 (Movement of April 19)
Colombia,National Liberation Army of Colombia (ELN)
South Africa,African National Congress (South Africa)
Spain,Basque Fatherland and Freedom (ETA)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
India,Unknown
Sri Lanka,Tamils
Sri Lanka,Unknown
Pakistan,Unknown
Angola,National Union for the Total Independence of Angola (UNITA)
India,Sikh Extremists
Pakistan,Unknown
Sudan,Sudan People's Liberation Army (SPLA)
Sri Lanka,Unknown
Peru,Unknown
Peru,Shining Path (SL)
Spain,Basque Fatherland and Freedom (ETA)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Peru,Shining Path (SL)
Spain,Basque Fatherland and Freedom (ETA)
Spain,Basque Fatherland and Freedom (ETA)
Spain,Basque Fatherland and Freedom (ETA)
Sri Lanka,Tamils
Spain,Basque Fatherland and Freedom (ETA)
Peru,Shining Path (SL)
Spain,Basque Fatherland and Freedom (ETA)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
India,Sikh Extremists
Syria,Unknown
Peru,Shining Path (SL)
Chile,Unknown
Bangladesh,Shanti Bahini - Peace Force
Philippines,Unknown
Spain,Basque Fatherland and Freedom (ETA)
Syria,Unknown
Chile,Unknown
India,All India Sikh Students Federation (AISSF)
Sri Lanka,Tamils
Chile,Unknown
Chile,Unknown
France,Separatists
Sri Lanka,Tamils
India,Unknown
Sri Lanka,Tamils
Israel,Palestinians
Lebanon,Unknown
West Bank and Gaza Strip,Unknown
India,Unknown
India,Unknown
Peru,Unknown
India,Unknown
India,Unknown
Guatemala,Rebel Armed Forces of Guatemala (FAR)
Greece,Unknown
Lebanon,Committee of Solidarity with Arab and Middle East Political Prisoners (CSPPA)
Pakistan,Unknown
Peru,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Venezuela,National Liberation Army of Colombia (ELN)
Peru,Shining Path (SL)
Spain,Basque Fatherland and Freedom (ETA)
Greece,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
India,Sikh Extremists
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
India,Unknown
India,Sikh Extremists
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Colombia,Death Squad
Peru,Shining Path (SL)
Lebanon,Salah al-Din Squad
Peru,Shining Path (SL)
Sri Lanka,Tamils
Guatemala,Unknown
Guatemala,Unknown
United States,Anti-Abortion Activists
Argentina,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Lebanon,Al-Marabitun Revolutionary Committee
Lebanon,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
South Africa,African National Congress (South Africa)
South Africa,African National Congress (South Africa)
Israel,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Colombia,Unknown
West Bank and Gaza Strip,Unknown
Sri Lanka,Unknown
Sri Lanka,Eelam People's Revolutionary Liberation Front (EPRLF)
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
France,Commandos of France
France,Commandos of France
Indonesia,Commandos of France
Peru,Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
Peru,Shining Path (SL)
Peru,Unknown
Peru,Unknown
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Unknown
Sri Lanka,Unknown
El Salvador,Unknown
Peru,Unknown
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
South Africa,Unknown
Guatemala,Unknown
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
United States,Anti-Abortion Activists
Spain,Basque Fatherland and Freedom (ETA)
Spain,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
France,Unknown
Lebanon,Unknown
Pakistan,Unknown
Israel,Unknown
Sri Lanka,Tamils
Spain,Basque Fatherland and Freedom (ETA)
South Africa,African National Congress (South Africa)
South Africa,African National Congress (South Africa)
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
Spain,Basque Fatherland and Freedom (ETA)
Netherlands,Unknown
Netherlands,Unknown
Netherlands,Unknown
Pakistan,Unknown
Pakistan,Unknown
Chile,Unknown
Finland,Unknown
Peru,Shining Path (SL)
United Kingdom,Irish Republican Army (IRA)
South Africa,African National Congress (South Africa)
Spain,Basque Fatherland and Freedom (ETA)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Colombia,M-19 (Movement of April 19)
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
Spain,Unknown
Spain,Basque Fatherland and Freedom (ETA)
Kuwait,United Arab Revolution
Lebanon,Unknown
Lebanon,Independent Nasserite Movement
United Kingdom,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Guatemala,Revolutionary Organization of People in Arms (ORPA)
Guatemala,Feliciano Argueta Front
Guatemala,Unknown
Peru,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Spain,Basque Fatherland and Freedom (ETA)
Spain,Basque Fatherland and Freedom (ETA)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Greece,Unknown
Greece,Unknown
Greece,Unknown
Japan,Japan Socialist Youth League of the Revolutionary Workers' Association
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Spain,Basque Fatherland and Freedom (ETA)
Sri Lanka,Tamils
Spain,Basque Fatherland and Freedom (ETA)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
India,Unknown
India,Sikh Extremists
Nicaragua,Nicaraguan Democratic Force (FDN)
India,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
South Africa,Unknown
Peru,Unknown
Austria,Unknown
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Sri Lanka,Tamils
Spain,Unknown
South Africa,Unknown
South Africa,Unknown
Spain,Basque Fatherland and Freedom (ETA)
Sri Lanka,Unknown
France,Black War
Israel,Unknown
Pakistan,Unknown
Peru,Shining Path (SL)
Peru,Unknown
Peru,Unknown
South Africa,African National Congress (South Africa)
South Africa,African National Congress (South Africa)
South Africa,Unknown
Chile,Unknown
Egypt,Hezbollah
Greece,Anarchists
Lebanon,Unknown
Lebanon,Unknown
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Colombia,Unknown
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
South Africa,Unknown
South Africa,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Peru,Shining Path (SL)
Sri Lanka,Unknown
Sri Lanka,Unknown
Sri Lanka,Unknown
Sri Lanka,Tamils
Colombia,Unknown
Colombia,National Liberation Army of Colombia (ELN)
